,GameID,TeamAbbreviation
1329,60522,Hugh
1330,60522,Hugh
1331,60522,Hugh
1332,60530,CLB
1333,60530,CLB
1334,60530,CLB
1335,60530,CLB
1336,60530,CLB
1337,60530,Ex-D
1338,60530,Ex-D
1339,60530,Ex-D
1340,60530,Ex-D
1341,60530,Ex-D
1342,60536,BBG.A
1343,60536,BBG.A
1344,60536,BBG.A
1345,60536,BBG.A
1346,60536,BBG.A
1347,60536,Nigh
1348,60536,Nigh
1349,60536,Nigh
1350,60536,Nigh
1351,60536,Nigh
1352,60537,ZMM.B
1353,60537,ZMM.B
1354,60537,ZMM.B
1355,60537,ZMM.B
1356,60537,ZMM.B
1357,60537,Bull
1358,60537,Bull
1359,60537,Bull
1360,60537,Bull
1361,60537,Bull
1362,60543,ex-FB
1363,60543,ex-FB
1364,60543,ex-FB
1365,60543,ex-FB
1366,60543,ex-FB
1367,60543,Oni
1368,60543,Oni
1369,60543,Oni
1370,60543,Oni
1371,60543,Oni
1372,60544,Neme
1373,60544,Neme
1374,60544,Neme
1375,60544,Neme
1376,60544,Neme
1377,60544,Icon
1378,60544,Icon
1379,60544,Icon
1380,60544,Icon
1381,60544,Icon
1382,60613,FS
1383,60613,FS
1384,60613,FS
1385,60613,FS
1386,60613,FS
1387,60613,VL
1388,60613,VL
1389,60613,VL
1390,60613,VL
1391,60613,VL
1392,60614,FS
1393,60614,FS
1394,60614,FS
1395,60614,FS
1396,60614,FS
1397,60614,VL
1398,60614,VL
1399,60614,VL
1400,60614,VL
1401,60614,VL
1402,60432,The
1403,60432,The
1404,60432,The
1405,60432,The
1406,60432,The
1407,60432,TI
1408,60432,TI
1409,60432,TI
1410,60432,TI
1411,60432,TI
1412,60433,The
1413,60433,The
1414,60433,The
1415,60433,The
1416,60433,The
1417,60433,TI
1418,60433,TI
1419,60433,TI
1420,60433,TI
1421,60433,TI
1422,60434,The
1423,60434,The
1424,60434,The
1425,60434,The
1426,60434,The
1427,60434,TI
1428,60434,TI
1429,60434,TI
1430,60434,TI
1431,60434,TI
1432,60420,The
1433,60420,The
1434,60420,The
1435,60420,The
1436,60420,The
1437,60420,C9A
1438,60420,C9A
1439,60420,C9A
1440,60420,C9A
1441,60420,C9A
1442,60421,The
1443,60421,The
1444,60421,The
1445,60421,The
1446,60421,The
1447,60421,C9A
1448,60421,C9A
1449,60421,C9A
1450,60421,C9A
1451,60421,C9A
1452,60423,BA
1453,60423,BA
1454,60423,BA
1455,60423,BA
1456,60423,BA
1457,60423,TI
1458,60423,TI
1459,60423,TI
1460,60423,TI
1461,60423,TI
1462,60424,BA
1463,60424,BA
1464,60424,BA
1465,60424,BA
1466,60424,BA
1467,60424,TI
1468,60424,TI
1469,60424,TI
1470,60424,TI
1471,60424,TI
1472,60425,BA
1473,60425,BA
1474,60425,BA
1475,60425,BA
1476,60425,BA
1477,60425,TI
1478,60425,TI
1479,60425,TI
1480,60425,TI
1481,60425,TI
1482,60429,BBG.A
1483,60429,BBG.A
1484,60429,BBG.A
1485,60429,BBG.A
1486,60429,BBG.A
1487,60429,ex-S
1488,60429,ex-S
1489,60429,ex-S
1490,60429,ex-S
